昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
Jani,994323,http://img.7799520.com/2018-03-11-1520752218-dRt5sk2e.png,159,本科,广东,广州,1982,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
悟空小～,994262,http://img.7799520.com/3a7a23fd-4d9e-4fe5-a9b1-8a87d0a1e9b2,155,大专,四川,内江,1992,2,有一天我的王子会骑着七彩祥云来接我，并且对我说～～～“你久等了”
Bella&y,993994,http://img.7799520.com/2018-03-11-1520737194-VIjeU3TT.png,160,大专,上海,上海,1989,2,待到山花烂漫时，她在丛中笑
小＊河＊流,993573,http://img.7799520.com/2018-03-17-1521222458-i257272m.png,155,高中,广东,广州,1991,2,相濡以沫
哟哟凡啊凡凡,993280,http://img.7799520.com/2018-03-10-1520697088-s7uwZsiH.png,158,本科,广东,广州,1992,2,愿与有趣的人做有趣的事过有趣的一生
麻辣女孩,993177,http://img.7799520.com/5210397c-33d9-45b6-bf24-6d5856f6b1ef,160,高中,上海,上海,1988,2,我与世界只差一个你，愿得一人心，白首不分离~~~
summer25,993147,http://img.7799520.com/6c81d939-772d-46a7-a358-6dc9bf236635,163,大专,北京,北京,1993,2,我希望可以找到一个性格开朗，内心成熟的人，互相照顾，一起前进。
烦人的橘子,993091,http://img.7799520.com/2018-03-12-1520829719-XsVyncVQ.png,160,本科,广东,广州,1995,2,..........）
~钟晴,993081,http://img.7799520.com/b6fc12d1-aaf5-470d-b052-ec8026f0c9b1,161,大专,广东,湛江,1976,2,曾经的我因为任性，经历了一次失败的婚姻。现在的我懂得了换位思考。我是一个温情感性事业心很强的女人，独自坚强的背后有时侯真的很累很累！希望上进心有担当的你早日看到我的信息。执子之首，与子偕老！注明：因身份证填写资料失误，实际76年，特此声明！不是真诚找另一半的，还有做什么传销、推销保险产品的勿扰！本人没时间闲聊，谢谢！祝福大家早日找到心上人。
徐梦雅,993028,http://img.7799520.com/2018-03-10-1520689640-J3WZIv2C.png,165,本科,重庆,重庆,1995,2,想找一个真心相处的，想结婚的对象，不想异地，年龄不要超过28岁，身高178以上，太低的就别来了。我净高165，不怎么穿平底鞋。我现在在重庆，安徽是老家，这两个地方的人都可以，邻省也行，别离太远，我可以去找你。爱的人在哪里哪里就是家。我只想好好谈一场恋爱，不是真心的勿扰，谢谢。
歪妹儿,992817,http://img.7799520.com/1251930b-6795-4db9-89d9-a6eaad1adce1,153,本科,四川,成都,1991,2,愿得一人心，白首不分离。
秋末心事,992675,http://img.7799520.com/3936b3ca-860d-45b1-bb27-95c69704c5bf,170,大专,上海,上海,1981,2,真诚交友，谢绝各种托与约，谢谢！
落落猫,992238,http://img.7799520.com/932af6b3-2175-46c1-b00f-214d4a0724ca,166,本科,湖南,长沙,1986,2,"身高166，体重100，身材匀称，气质型
长沙人，从事培训行业，英语老师
自由行去过韩国日本法国意大利英国
三观正，喜欢正能量的东西，阅读，健身，学习
希望你能有稳定上升的事业
或者你能有渊博的知识，是个乐观派，最好也爱好健身"
小菟菟家美苑,992203,http://img.7799520.com/439c71b4-1f51-4f9b-bcca-c80679891ec3,157,大专,上海,上海,1987,2,缘分离我很远。
周周敏,992124,http://img.7799520.com/6e316ec4-70a7-4fc5-9e03-b7f295e6e813,155,本科,上海,上海,1992,2,老家江西的，属猴，目前在闵行工作，社区小护士一枚，性格随和，爱笑，乐观。希望能遇到简单真诚，不抽烟不喝酒，乐观，懂得孝顺会照顾人，以结婚为目的，差不多就这么些。2018希望能早点脱单，最后祝大家都能找到幸福，早日脱单
羅罗,992030,http://img.7799520.com/40c92325-3181-4998-8d44-3899b24c8160,160,本科,福建,厦门,1990,2,"寻找一颗有趣的灵魂。
不是颜控，但对方至少要有绅士风度。"
就那样的,991151,http://img.7799520.com/2018-03-11-1520700638-kFykDdSy.png,164,高中,广东,深圳,1992,2,这软件玩不透，可以加我微信15118102275
菠萝菠萝蜜89,991087,http://img.7799520.com/2018-03-09-1520606066-LnKgerlH.png,166,本科,上海,上海,1989,2,89年，白羊座，上海户口，小时候在北方长大。现在在一家外企从事外贸工作。喜欢旅游，看美剧，平时社交不多，希望你是比我高，能力比我强，有担当，不传统，有趣的男生，不打算留在上海的勿扰，希望在这里遇到对的你。
兮小诺,991025,http://img.7799520.com/22d0a59c-62da-42c4-8930-7402378e264b,160,本科,上海,上海,1993,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
Jessica洁,990919,http://img.7799520.com/2018-03-11-1520725968-EmYfyZTb.png,175,本科,上海,上海,1992,2,相似玩闹，互补到老
煜蕾,990766,http://img.7799520.com/2018-03-17-1521292791-SsDvp3To.png,158,本科,广东,广州,1994,2,能量要对等，智慧需同频。
彭甜,990357,http://img.7799520.com/a30bdd35-2508-4dc7-8722-e98c0fb6bf9e,165,大专,上海,上海,1995,2,起风了。
我是秋秋吖,990263,http://img.7799520.com/2018-03-10-1520642205-LaV10nmE.png,156,大专,广东,广州,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
一路繁花相送,990110,http://img.7799520.com/2018-03-09-1520605081-2XGGhdMO.png,161,中专,上海,上海,1973,2,愿得一人心，白首不相离
佳琳妹妹呢,990063,http://img.7799520.com/d30df877-001e-473b-a52a-4f964b1ff024,165,大专,山东,青岛,1997,2,聊得来
Lisali87,989981,http://img.7799520.com/8e747ca1-b6b8-424d-a02b-2c757d9e6c0d,156,本科,浙江,杭州,1987,2,愿得一人心，白首不分离
何一与二毛,989925,http://img.7799520.com/55368cb4-d743-4a0b-9000-8fdc75849e57,160,本科,广东,广州,1994,2,来生愿做一棵树，立在你来时的路，今生我没做树，不知你走哪条路，这么久还没找到我。骗子请绕道，本人要找的是可以谈恋爱和结婚的人。当然不接受以下几点1.吸烟者 2.太丑的，本人有点颜值控 3.自以为是的。打致是我有自己的工作，你有你的交际圈，不太好，也不差……
精彩的蝴蝶,989606,http://img.7799520.com/14342713-5043-401b-af5a-593381e2d9d7,164,高中,湖北,武汉,1990,2,愿得一人心，白首不分离
美琳720,989063,http://img.7799520.com/e67cd3a5-4699-41a3-9292-dd5e555d3d8e,161,本科,湖南,长沙,1983,2,懂得善待才能相守，珍惜当下才配拥有✺◟(∗❛ัᴗ❛ั∗)◞✺
喵咪咪呀寻,988864,http://img.7799520.com/2018-03-08-1520517254-ltDTRvOG.png,162,本科,上海,上海,1984,2,只为遇到对的人……
lena~,988630,http://img.7799520.com/52a70897-b909-4a0a-a25d-1dfc9481a82d,166,本科,北京,北京,1996,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
吕雪儿,988515,http://img.7799520.com/2018-03-09-1520555506-deyXKj3d.png,165,本科,广东,深圳,1992,2,希望认识能力相当，志同道合的朋友！
Sunny_孙,988073,http://img.7799520.com/2c864fe5-36a2-4a87-8a49-9e63f1fcc72e,170,大专,广东,广州,1994,2,"我在等
等风
等你来"
魔法使的新娘,987928,http://img.7799520.com/36911ac6-bfa7-4e9d-a2a3-665dedead160,159,本科,广东,广州,1989,2,期待缘分，期待你。
佳佳3770,987858,http://img.7799520.com/0f9b780d-7621-4e5b-87ec-e0dd0bd26305,161,本科,浙江,杭州,1992,2,我是一个认真坚持自己喜欢的事情，努力工作，积极生活的人。希望能找到一位志同道合的有缘人，一起走下去。
目民。,987834,http://img.7799520.com/08fea486-4472-4fb7-b69f-3220ae1c0fa1,165,大专,山东,青岛,1994,2,正二八景。
抑郁的我,987785,http://img.7799520.com/2018-03-08-1520478698-EiO9p1yn.png,162,大专,福建,福州,1990,2,失恋
娜漾随欣,987755,http://img.7799520.com/92c89653-3e7b-4ae7-97d2-a1ff23026641,162,本科,山东,青岛,1983,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
寂寞吗听咯墨迹,987086,http://img.7799520.com/09bdfaf8-186c-4f60-81b3-3daace806dde,159,中专,江苏,苏州,1988,2,要不胖成猪八戒，要不瘦成孙悟空。要美要丑，要无能，要本事，取决于自己
一身仙女味儿-,986687,http://img.7799520.com/c4fdda4c-d4f6-4697-9046-c8dcc3c5c998,160,大专,湖南,长沙,1997,2,你所见即我我不反驳
波丽,986514,http://img.7799520.com/1bb61cce-a72e-4913-8a37-d882f2f91760,150,初中,广西,南宁,1981,2,不要再挑了，看到我就选了吧
郑璇,986043,http://img.7799520.com/3531f36a-5570-4361-9f4f-512577b9a7e4,160,中专,广东,深圳,1987,2,愿得一人心，白首不分离
123我是静静,985993,http://img.7799520.com/2018-03-07-1520397571-nGxivDi1.png,170,高中,山东,济南,1993,2,愿得一人心，白首不相离
清水水清,985960,http://img.7799520.com/2018-03-07-1520398179-mhgQ5630.png,162,大专,广东,广州,1983,2,缘份可遇不可求
早morning,985848,http://img.7799520.com/2018-03-07-1520393149-TdU5dnC8.png,156,大专,广东,广州,1993,2,在沉闷的机关单位工作的我，是个摄影爱好者，也会偶尔去旅游。会在广州发展，想找一个能心灵相通的灵魂伴侣。外貌决定有没有可能在一起，性格决定适不适合在一起，信任决定能不能长久在一起。还是希望最后你能娶到爱情，我能嫁给爱情。
芳华瑾年zwx,985776,http://img.7799520.com/7d2150a0-8e64-48fd-b4d3-d0e765078c7f,162,本科,广东,广州,1994,2,愿得一人心，白首不分离。最看重对方的责任感、胸怀、幽默感、生活习惯，能一起疯狂看世界，也能一起岁月如静，你会是那个他吗？
简单点，别复杂,985593,http://img.7799520.com/b9240c6e-f163-47d3-96dc-5e213830cae0,160,中专,湖南,长沙,1988,2,简单，不复杂，可美艳，可清纯
必有回想,985122,http://img.7799520.com/626918cf-de21-42cc-ad83-7c89abdb0dc1,165,大专,福建,厦门,1994,2,我微信yao747642018
一颗小葱,984829,http://img.7799520.com/a6bbf3bd-a0d1-4edc-9f9d-4e0da936abb6,160,大专,福建,福州,1989,2,"认真生活。愿常相陪伴。愿锦盒结发。
(◔◡◔)请来信的先生直接打一句”喵喵喵”作打招呼，让我知道是你发的信息而不是系统自动发送。"
Jac,984811,http://img.7799520.com/2018-03-06-1520346565-IsQaTJZb.png,160,本科,上海,上海,1986,2,wait...
半梦半醒的小糊涂,984795,http://img.7799520.com/83b7eaf2-5f55-4290-93c5-fe7048ac8aeb,162,大专,湖南,长沙,1996,2,我是常德人，95年属猪摩羯座，目前在长沙工作，希望定居于长沙。感谢这个平台！更感谢给我打招呼发信息的朋友！如果我符合你的要求，请先看一下我资料里的条件，觉得您满足再私信我，感谢！我希望能找到自己内心理想的另一半。对不起，十分介意生肖属猴、蛇、猪，介意抽烟、玩游戏、看小说、工作地点不稳定，介意个人形象和经济条件……请原谅我的要求有点多，也是对彼此负责……
琉溪,984363,http://img.7799520.com/2018-03-15-1521119619-ZUjJ9L4p.png,161,大专,福建,厦门,1991,2,在茫茫人海之中
奎尼,984357,http://img.7799520.com/2018-03-13-1520950765-dpFTwuDa.png,162,本科,上海,上海,1995,2,三观很重要
小鹿纯子哦,984276,http://img.7799520.com/b3face6f-cffc-4a6a-9d6a-d6a49934c41b,166,本科,湖北,武汉,1995,2,我的世界，只需要你懂就行
嘉伟炜,984262,http://img.7799520.com/db50dd0a-ce19-406b-a85f-54b20743f75c,160,本科,湖南,长沙,1989,2,热爱世界，安静喧闹；三观一致，两只顽童。
琥珀茗,984227,http://img.7799520.com/2018-03-06-1520333984-RurbxoJA.png,168,硕士,广东,广州,1984,2,"Ps:我正在做牙齿矫正，所以照片都是近期戴牙套的照片，看起来有点点奇怪，见谅。

本人目前已在广州购房，但如果有心仪对象，也接受换个城市工作生活。

世界很大，我用一颗开放包容的心，期待与你相遇。"
小幺儿,984092,http://img.7799520.com/c76fa736-1c9b-4a78-bb7d-a9791377c8b1,160,本科,广东,广州,1994,2,微胖 爱笑 爱吃辣
我正遇见你,983925,http://img.7799520.com/b84a5387-fe04-42fa-9423-09d74bd7d4da,159,高中,江苏,苏州,1981,2,我是湖北随州人，目前在江苏苏州工作，想找一个距离工作或老家比较近的，这样方便交往。我早已过了用言语来谈情说爱的年龄了，觉得还是要相处了才能确定是否合适，后半生时间很短，责任很大，所以相处不累才是最重要的，希望我们的遇见是正确的。资料有误，不是未婚，是离异，带一14岁女孩。
左岸春秋JJ,983812,http://img.7799520.com/2018-03-06-1520316398-BCfxW5XU.png,160,大专,浙江,杭州,1993,2,关键词…
啵唧啵唧,983785,http://img.7799520.com/2018-03-06-1520314322-CUGeXMVj.png,170,高中,上海,上海,1998,2,...
潇洒小姐S,983668,http://img.7799520.com/2018-03-06-1520343541-BM88ajMR.png,162,本科,上海,上海,1989,2,希望遇到任何困难都可以把我放在第一位
Cathy426,983618,http://img.7799520.com/2018-03-07-1520435228-PzM9hhBR.png,160,大专,江苏,苏州,1995,2,"一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？, 遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。"
糖果,983452,http://img.7799520.com/2018-03-06-1520306710-WUoQRiPk.png,158,本科,福建,福州,1987,2,"幸福也许会迟一些，但一定会来
每个人都有选择的权利
没有回复信息的不好意思
说明我觉得不合适
(坐标福州)"
木木鱼鱼儿,983073,http://img.7799520.com/2018-03-06-1520310423-bAUF7IlC.png,163,初中,广东,广州,1995,2,只想找广东省内，不限你是广东省哪里。不需要对方有多么物质基础，现在我们也可以共同努力。只希望能够以后真的在一起后的开支有充分的准备，无需过多担忧。虽然很现实，但是没有面包的生活，谈何未来？
害羞的小姐姐,983001,http://img.7799520.com/0820989b-4731-4b86-9e96-fb28e88142fc,162,高中,贵州,贵阳,1992,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
听Ting,982719,http://img.7799520.com/f8e20bcd-7074-478c-a383-dba57513ba5e,158,本科,四川,成都,1988,2,期望能遇到合适的人
春子-,982452,http://img.7799520.com/2018-03-22-1521733275-FVXIswUE.png,165,本科,广东,深圳,1986,2,怕空欢喜，怕归无期，怕来者不是你。
阳光下的女孩,982189,http://img.7799520.com/0ddaf238-7db3-4dcb-aa4e-eac3ba0eb740,156,硕士,广东,广州,1994,2,94年生人，家广东肇庆，现在在广州工作和定居，性格温婉顾家与文静随和，父母为贾商，学历硕士，职业为高等教育教师，诚心寻找一名有孝心有责任心有上进心的三有男友，愿得一人心白首不分离
